Date,MA_11
2020-01-02,
2020-01-03,
2020-01-06,
2020-01-07,
2020-01-08,
2020-01-09,
2020-01-10,
2020-01-13,
2020-01-14,
2020-01-15,
2020-01-16,8.43984404477206
2020-01-17,8.418314933776855
2020-01-20,8.406917138533158
2020-01-21,8.376776521856135
2020-01-22,8.341317176818848
2020-01-23,8.319788499311967
2020-01-24,8.291927511041814
2020-01-27,8.235192732377486
2020-01-28,8.196440523320978
2020-01-29,8.167313228953969
2020-01-30,8.151862838051535
2020-01-31,8.124761711467396
2020-02-03,8.08246374130249
2020-02-04,8.047764301300049
2020-02-05,8.016610665754838
2020-02-06,8.013824376192959
2020-02-07,7.995588129216975
2020-02-10,7.991282202980735
2020-02-11,8.028007854114879
2020-02-12,8.061694405295633
2020-02-13,8.08372991735285
2020-02-14,8.095887617631393
2020-02-17,8.118936235254461
2020-02-18,8.158701333132656
2020-02-19,8.20733135396784
2020-02-20,8.24608360637318
2020-02-21,8.245070457458496
2020-02-26,8.176177761771463
2020-02-27,8.079171007329768
2020-02-28,7.9743126522411
2020-03-02,7.883131460710005
2020-03-03,7.790177215229381
2020-03-04,7.726097020235929
2020-03-05,7.623011502352628
2020-03-06,7.447740858251398
2020-03-09,7.080482743003151
2020-03-10,6.7674267508766865
2020-03-11,6.430815783413974
2020-03-12,6.086099754680287
2020-03-13,5.83535116369074
2020-03-16,5.525081352754072
2020-03-17,5.18239147012884
2020-03-18,4.8085481036793105
2020-03-19,4.4367310350591485
2020-03-20,4.1001199808987705
2020-03-23,3.8131521831859243
2020-03-24,3.742233406413685
2020-03-25,3.660170229998502
2020-03-26,3.623191161589189
2020-03-27,3.640920877456665
2020-03-30,3.5897580276836054
2020-03-31,3.61255337975242
2020-04-01,3.6454799825494946
2020-04-02,3.7523646788163627
2020-04-03,3.8316417173905815
2020-04-06,3.92712874846025
2020-04-07,4.051236586137252
2020-04-08,4.154322234067051
2020-04-09,4.217642545700074
2020-04-13,4.281975897875699
2020-04-14,4.368851379914717
2020-04-15,4.444835901260376
2020-04-16,4.4886535514484756
2020-04-17,4.535004008900035
2020-04-20,4.5461484735662285
2020-04-22,4.5818611058321865
2020-04-23,4.611748348582875
2020-04-24,4.600350683385676
2020-04-27,4.578315127979625
2020-04-28,4.5892063054171475
2020-04-29,4.621373133225874
2020-04-30,4.654806267131459
2020-05-04,4.680134296417236
2020-05-05,4.736362760717219
2020-05-06,4.7654900550842285
2020-05-07,4.803228985179555
2020-05-08,4.847046765414151
2020-05-11,4.877440539273349
2020-05-12,4.932909141887318
2020-05-13,4.961783279072154
2020-05-14,4.965582544153387
2020-05-15,4.938987948677757
2020-05-18,4.951398719440807
2020-05-19,4.984325365586714
2020-05-20,5.0187716050581495
2020-05-21,5.067148425362327
2020-05-22,5.098302017558705
2020-05-25,5.123630090193315
2020-05-26,5.162128838625821
2020-05-27,5.207466082139448
2020-05-28,5.262681310827082
2020-05-29,5.337145978754217
2020-06-01,5.417689496820623
2020-06-02,5.490128083662554
2020-06-03,5.560793443159624
2020-06-04,5.614742365750399
2020-06-05,5.6884472586891865
2020-06-08,5.7862139181657275
2020-06-09,5.842949130318382
2020-06-10,5.8867669105529785
2020-06-12,5.9037369381297715
2020-06-15,5.927292130210183
2020-06-16,5.953380194577304
2020-06-17,5.981494426727295
2020-06-18,5.986560041254217
2020-06-19,5.986560041254217
2020-06-22,5.97440260106867
2020-06-23,5.963004979220304
2020-06-24,5.924252900210294
2020-06-25,5.9179205894470215
2020-06-26,5.903736764734441
2020-06-29,5.930584474043413
2020-06-30,5.952113498340953
2020-07-01,5.9607250473716045
2020-07-02,5.976428638805043
2020-07-03,5.98605320670388
2020-07-06,6.012394601648504
2020-07-07,6.044814673337069
2020-07-08,6.07014274597168
2020-07-09,6.0990167964588515
2020-07-10,6.125358191403476
2020-07-13,6.158791412006725
2020-07-14,6.1901982914317735
2020-07-15,6.235535664991899
2020-07-16,6.261117024855181
2020-07-17,6.278340166265314
2020-07-20,6.2975897789001465
2020-07-21,6.319372090426358
2020-07-22,6.340141079642556
2020-07-23,6.338126399300315
2020-07-24,6.353081659837202
2020-07-27,6.370569922707298
2020-07-28,6.386791315945712
2020-07-29,6.393641862002286
2020-07-30,6.38048284704035
2020-07-31,6.367323571985418
2020-08-03,6.3435260165821425
2020-08-04,6.3192219734191895
2020-08-05,6.314421306956898
2020-08-06,6.318738807331432
2020-08-07,6.324311083013361
2020-08-10,6.342547633431175
2020-08-11,6.33950814333829
2020-08-12,6.35673171823675
2020-08-13,6.348373196341774
2020-08-14,6.34457371451638
2020-08-17,6.354705116965554
2020-08-18,6.385606115514582
2020-08-19,6.413720824501731
2020-08-20,6.402323029258034
2020-08-21,6.385606202212247
2020-08-24,6.390165328979492
2020-08-25,6.375474669716575
2020-08-26,6.353691924702037
2020-08-27,6.320004809986461
2020-08-28,6.312406279823997
2020-08-31,6.292649919336492
2020-09-01,6.299488674510609
2020-09-02,6.29391622543335
2020-09-03,6.293663024902344
2020-09-04,6.298475308851763
2020-09-08,6.290876865386963
2020-09-09,6.2847981019453565
2020-09-10,6.26580168984153
2020-09-11,6.25718996741555
2020-09-14,6.245285554365679
2020-09-15,6.223249608820135
2020-09-16,6.2191971432078965
2020-09-17,6.200960462743586
2020-09-18,6.171832604841753
2020-09-21,6.1216819069602275
2020-09-22,6.067985317923806
2020-09-23,6.016567967154763
2020-09-24,5.957552042874423
2020-09-25,5.9071480144153945
2020-09-28,5.85015851801092
2020-09-29,5.7901295748623935
2020-09-30,5.73795240575617
2020-10-01,5.6903345801613545
2020-10-02,5.611056024377996
2020-10-05,5.570023710077459
2020-10-06,5.545454848896373
2020-10-07,5.5198727954517715
2020-10-08,5.525191827253862
2020-10-09,5.5099946368824355
2020-10-13,5.5099946368824355
2020-10-14,5.518606402657249
2020-10-15,5.5297510840676045
2020-10-16,5.5226592150601475
2020-10-19,5.514300779862837
2020-10-20,5.543681924993342
2020-10-21,5.546974485570734
2020-10-22,5.570023666728627
2020-10-23,5.589779983867299
2020-10-26,5.584967569871382
2020-10-27,5.586993954398415
2020-10-28,5.550014149058949
2020-10-29,5.532790790904652
2020-10-30,5.5122746554288
2020-11-03,5.520379673350941
2020-11-04,5.525445331226695
2020-11-05,5.518100001595237
2020-11-06,5.507715398615057
2020-11-09,5.5272183851762255
2020-11-10,5.5907933495261455
2020-11-11,5.657407760620117
2020-11-12,5.708824981342662
2020-11-13,5.809126377105713
2020-11-16,5.91044096513228
2020-11-17,6.030751921913841
2020-11-18,6.12953368100253
