Data,Trend,Upper_Level,Lower_Level,Mid_Level,Count_Up,Count_Dn,Signal
2023-12-26,1.0,27.14,14.23,20.685000000000002,169,6,0
2023-12-27,1.0,27.14,14.23,20.685000000000002,170,6,0
2023-12-28,1.0,27.14,14.23,20.685000000000002,171,6,0
2024-01-02,1.0,27.43,14.23,20.83,172,6,0
2024-01-03,1.0,28.32,14.23,21.275,173,6,0
2024-01-04,1.0,28.48,14.23,21.355,174,6,0
2024-01-05,1.0,28.48,14.23,21.355,175,6,0
2024-01-08,1.0,28.48,14.23,21.355,176,6,0
2024-01-09,1.0,28.48,14.23,21.355,177,6,0
2024-01-10,1.0,28.48,14.23,21.355,178,6,0
2024-01-11,1.0,28.48,14.23,21.355,179,6,0
2024-01-12,1.0,28.48,14.23,21.355,180,6,0
2024-01-15,1.0,28.48,14.23,21.355,181,6,0
2024-01-16,1.0,28.48,14.23,21.355,182,6,0
2024-01-17,1.0,28.48,14.23,21.355,183,6,0
2024-01-18,1.0,28.48,14.23,21.355,184,6,0
2024-01-19,1.0,28.48,14.23,21.355,185,6,0
2024-01-22,1.0,28.48,14.23,21.355,186,6,0
2024-01-23,1.0,28.48,14.23,21.355,187,6,0
2024-01-24,1.0,28.48,14.23,21.355,188,6,0
2024-01-25,1.0,28.48,14.23,21.355,189,6,0
2024-01-26,1.0,29.02,14.23,21.625,190,6,0
2024-01-29,1.0,29.38,14.23,21.805,191,6,0
2024-01-30,1.0,29.49,14.23,21.86,192,6,0
2024-01-31,1.0,29.85,14.23,22.04,193,6,0
2024-02-01,1.0,30.31,14.23,22.27,194,6,0
2024-02-02,1.0,30.31,14.23,22.27,195,6,0
2024-02-05,1.0,30.31,14.23,22.27,196,6,0
2024-02-06,1.0,30.65,14.23,22.439999999999998,197,6,0
2024-02-07,1.0,30.65,14.23,22.439999999999998,198,6,0
2024-02-08,1.0,30.73,14.23,22.48,199,6,0
2024-02-09,1.0,30.73,14.23,22.48,200,6,0
2024-02-14,1.0,30.73,14.23,22.48,201,6,0
2024-02-15,1.0,30.73,14.23,22.48,202,6,0
2024-02-16,1.0,31.04,14.23,22.634999999999998,203,6,0
2024-02-19,1.0,31.08,14.23,22.655,204,6,0
2024-02-20,1.0,31.08,14.23,22.655,205,6,0
2024-02-21,1.0,31.08,14.23,22.655,206,6,0
2024-02-22,1.0,31.08,14.23,22.655,207,6,0
2024-02-23,1.0,31.08,14.23,22.655,208,6,0
2024-02-26,1.0,31.08,14.23,22.655,209,6,0
2024-02-27,1.0,31.08,14.23,22.655,210,6,0
2024-02-28,1.0,31.08,14.23,22.655,211,6,0
2024-02-29,1.0,31.08,14.23,22.655,212,6,0
2024-03-01,1.0,31.08,14.23,22.655,213,6,0
2024-03-04,1.0,31.08,14.23,22.655,214,6,0
2024-03-05,1.0,31.08,14.23,22.655,215,6,0
2024-03-06,1.0,31.08,14.23,22.655,216,6,0
2024-03-07,1.0,31.08,14.23,22.655,217,6,0
2024-03-08,-1.0,26.82,25.41,26.115000000000002,1,0,-1
2024-03-11,-1.0,27.32,25.41,26.365000000000002,1,1,0
2024-03-12,-1.0,27.32,25.41,26.365000000000002,2,1,0
2024-03-13,-1.0,27.32,25.41,26.365000000000002,2,2,0
2024-03-14,-1.0,27.32,25.41,26.365000000000002,2,3,0
2024-03-15,-1.0,27.32,25.41,26.365000000000002,2,4,0
2024-03-18,-1.0,27.32,25.41,26.365000000000002,2,5,0
2024-03-19,-1.0,27.32,25.41,26.365000000000002,2,6,0
2024-03-20,-1.0,27.32,25.41,26.365000000000002,3,6,0
2024-03-21,-1.0,27.32,25.41,26.365000000000002,3,7,0
2024-03-22,-1.0,27.32,25.41,26.365000000000002,3,8,0
2024-03-25,-1.0,27.32,25.41,26.365000000000002,4,8,0
2024-03-26,-1.0,27.32,25.41,26.365000000000002,4,9,0
2024-03-27,-1.0,27.32,25.41,26.365000000000002,5,9,0
2024-03-28,-1.0,27.32,25.41,26.365000000000002,6,9,0
2024-04-01,-1.0,27.32,25.41,26.365000000000002,7,9,0
2024-04-02,-1.0,27.98,25.41,26.695,8,9,0
2024-04-03,-1.0,28.24,25.41,26.825,9,9,0
2024-04-04,-1.0,28.58,25.41,26.994999999999997,10,9,0
2024-04-05,-1.0,28.58,25.41,26.994999999999997,11,9,0
2024-04-08,-1.0,28.58,25.41,26.994999999999997,12,9,0
2024-04-09,-1.0,28.58,25.41,26.994999999999997,13,9,0
2024-04-10,-1.0,28.76,25.41,27.085,14,9,0
2024-04-11,-1.0,28.78,25.41,27.095,15,9,0
2024-04-12,-1.0,28.99,25.41,27.2,16,9,0
2024-04-15,-1.0,28.99,25.41,27.2,17,9,0
2024-04-16,-1.0,28.99,25.41,27.2,18,9,0
2024-04-17,-1.0,28.99,25.41,27.2,19,9,0
2024-04-18,-1.0,29.38,25.41,27.395,20,9,0
2024-04-19,1.0,29.73,28.84,29.285,1,0,1
2024-04-22,1.0,30.1,28.84,29.47,2,0,0
2024-04-23,1.0,30.13,28.84,29.485,3,0,0
2024-04-24,1.0,30.39,28.84,29.615000000000002,4,0,0
2024-04-25,1.0,30.75,28.84,29.795,5,0,0
2024-04-26,1.0,31.07,28.84,29.955,6,0,0
2024-04-29,1.0,31.53,28.84,30.185000000000002,7,0,0
2024-04-30,1.0,31.57,28.84,30.205,8,0,0
2024-05-02,1.0,31.7,28.84,30.27,9,0,0
2024-05-03,1.0,31.75,28.84,30.295,10,0,0
2024-05-06,1.0,31.75,28.84,30.295,11,0,0
2024-05-07,1.0,31.75,28.84,30.295,12,0,0
2024-05-08,1.0,32.25,28.84,30.545,13,0,0
2024-05-09,1.0,32.65,28.84,30.744999999999997,14,0,0
2024-05-10,1.0,32.84,28.84,30.840000000000003,15,0,0
2024-05-13,1.0,32.84,28.84,30.840000000000003,16,0,0
2024-05-14,1.0,32.84,28.84,30.840000000000003,17,0,0
2024-05-15,1.0,32.84,28.84,30.840000000000003,17,1,0
2024-05-16,1.0,32.84,28.84,30.840000000000003,17,2,0
2024-05-17,1.0,32.84,28.49,30.665,17,3,0
2024-05-20,1.0,32.84,28.49,30.665,17,4,0
2024-05-21,1.0,32.84,28.49,30.665,17,5,0
2024-05-22,1.0,32.84,28.41,30.625,17,6,0
2024-05-23,1.0,32.84,28.41,30.625,17,7,0
2024-05-24,1.0,32.84,28.41,30.625,17,8,0
2024-05-27,1.0,32.84,28.41,30.625,17,9,0
2024-05-28,1.0,32.84,28.41,30.625,17,10,0
2024-05-29,1.0,32.84,28.41,30.625,17,11,0
2024-05-31,1.0,32.84,28.41,30.625,17,12,0
2024-06-03,1.0,32.84,28.41,30.625,17,13,0
2024-06-04,1.0,32.84,28.41,30.625,17,14,0
2024-06-05,1.0,32.84,28.41,30.625,17,15,0
2024-06-06,1.0,32.84,28.41,30.625,17,16,0
2024-06-07,1.0,32.84,28.41,30.625,17,17,0
2024-06-10,1.0,32.84,28.41,30.625,17,18,0
2024-06-11,1.0,32.84,28.41,30.625,17,19,0
2024-06-12,1.0,32.84,28.41,30.625,17,20,0
2024-06-13,-1.0,28.97,27.9,28.435,0,1,-1
2024-06-14,-1.0,28.97,27.34,28.155,0,2,0
2024-06-17,-1.0,28.97,27.34,28.155,0,3,0
2024-06-18,-1.0,28.97,27.34,28.155,1,3,0
2024-06-19,-1.0,28.97,27.34,28.155,2,3,0
2024-06-20,-1.0,29.53,27.34,28.435000000000002,3,3,0
2024-06-21,-1.0,29.59,27.34,28.465,4,3,0
2024-06-24,-1.0,29.67,27.34,28.505000000000003,5,3,0
2024-06-25,-1.0,29.72,27.34,28.53,6,3,0
2024-06-26,-1.0,29.72,27.34,28.53,7,3,0
2024-06-27,1.0,30.39,29.88,30.134999999999998,1,0,1
2024-06-28,1.0,30.56,29.88,30.22,2,0,0
2024-07-01,1.0,31.03,29.88,30.455,3,0,0
2024-07-02,1.0,31.3,29.88,30.59,4,0,0
2024-07-03,1.0,31.3,29.88,30.59,4,1,0
2024-07-04,1.0,31.3,29.72,30.509999999999998,4,2,0
2024-07-05,1.0,31.3,29.71,30.505000000000003,4,3,0
2024-07-08,1.0,31.3,29.71,30.505000000000003,5,3,0
2024-07-09,1.0,31.3,29.71,30.505000000000003,6,3,0
2024-07-10,1.0,31.3,29.71,30.505000000000003,6,4,0
2024-07-11,1.0,31.3,29.71,30.505000000000003,7,4,0
2024-07-12,1.0,31.3,29.71,30.505000000000003,8,4,0
2024-07-15,1.0,31.3,29.71,30.505000000000003,9,4,0
2024-07-16,1.0,31.3,29.71,30.505000000000003,10,4,0
2024-07-17,1.0,31.3,29.71,30.505000000000003,11,4,0
2024-07-18,1.0,31.3,29.71,30.505000000000003,12,4,0
2024-07-19,1.0,31.3,29.71,30.505000000000003,13,4,0
2024-07-22,1.0,31.3,29.71,30.505000000000003,13,5,0
2024-07-23,1.0,31.3,29.71,30.505000000000003,13,6,0
2024-07-24,1.0,31.3,29.71,30.505000000000003,13,7,0
2024-07-25,1.0,31.3,29.71,30.505000000000003,13,8,0
2024-07-26,1.0,31.3,29.71,30.505000000000003,13,9,0
2024-07-29,1.0,31.3,29.16,30.23,13,10,0
2024-07-30,1.0,31.3,29.13,30.215,13,11,0
2024-07-31,1.0,31.3,29.13,30.215,13,12,0
2024-08-01,1.0,31.3,29.13,30.215,13,13,0
2024-08-02,-1.0,29.46,28.6,29.03,0,1,-1
2024-08-05,-1.0,29.46,27.7,28.58,0,1,0
2024-08-06,-1.0,29.46,27.7,28.58,1,1,0
2024-08-07,-1.0,29.46,27.7,28.58,2,1,0
2024-08-08,-1.0,29.58,27.7,28.64,3,1,0
2024-08-09,-1.0,29.58,27.7,28.64,4,1,0
2024-08-12,-1.0,30.27,27.7,28.985,5,1,0
2024-08-13,-1.0,30.27,27.7,28.985,6,1,0
2024-08-14,-1.0,30.42,27.7,29.060000000000002,7,1,0
2024-08-15,-1.0,30.87,27.7,29.285,8,1,0
2024-08-16,1.0,31.04,30.45,30.744999999999997,1,0,1
2024-08-19,1.0,31.05,30.45,30.75,2,0,0
2024-08-20,1.0,31.05,30.33,30.689999999999998,2,1,0
2024-08-21,1.0,31.05,30.33,30.689999999999998,2,2,0
2024-08-22,1.0,31.05,30.3,30.675,2,3,0
2024-08-23,1.0,31.05,30.3,30.675,2,4,0
2024-08-26,1.0,32.56,30.3,31.43,3,4,0
2024-08-27,1.0,32.56,30.3,31.43,4,4,0
2024-08-28,1.0,32.76,30.3,31.53,5,4,0
2024-08-29,1.0,32.76,30.3,31.53,6,4,0
2024-08-30,1.0,32.76,30.3,31.53,7,4,0
2024-09-02,1.0,32.76,30.3,31.53,8,4,0
2024-09-03,1.0,32.76,30.3,31.53,9,4,0
2024-09-04,1.0,32.76,30.3,31.53,10,4,0
2024-09-05,1.0,32.76,30.3,31.53,10,5,0
2024-09-06,1.0,32.76,30.3,31.53,10,6,0
2024-09-09,1.0,32.76,30.3,31.53,10,7,0
2024-09-10,1.0,32.76,30.3,31.53,10,8,0
2024-09-11,1.0,32.76,30.3,31.53,10,9,0
2024-09-12,1.0,32.76,30.21,31.485,10,10,0
2024-09-13,1.0,32.76,30.07,31.415,10,11,0
2024-09-16,1.0,32.76,30.07,31.415,10,12,0
2024-09-17,1.0,32.76,30.07,31.415,10,13,0
2024-09-18,1.0,32.76,29.71,31.235,10,14,0
2024-09-19,1.0,32.76,29.71,31.235,10,15,0
2024-09-20,1.0,32.76,29.65,31.205,10,16,0
2024-09-23,1.0,32.76,29.65,31.205,10,17,0
2024-09-24,1.0,32.76,29.65,31.205,10,18,0
2024-09-25,1.0,32.76,29.65,31.205,10,19,0
2024-09-26,-1.0,30.35,29.57,29.96,0,1,-1
2024-09-27,-1.0,30.35,29.53,29.94,0,2,0
2024-09-30,-1.0,30.35,29.52,29.935000000000002,0,3,0
2024-10-01,-1.0,30.84,29.45,30.145,1,3,0
2024-10-02,-1.0,31.18,29.45,30.314999999999998,2,3,0
2024-10-03,-1.0,31.27,29.45,30.36,3,3,0
2024-10-04,-1.0,31.4,29.45,30.424999999999997,4,3,0
2024-10-07,-1.0,31.55,29.45,30.5,5,3,0
2024-10-08,-1.0,31.55,29.45,30.5,6,3,0
2024-10-09,-1.0,31.55,29.45,30.5,7,3,0
2024-10-10,-1.0,31.55,29.45,30.5,8,3,0
2024-10-11,-1.0,31.55,29.45,30.5,9,3,0
2024-10-14,-1.0,31.55,29.45,30.5,10,3,0
2024-10-15,-1.0,31.55,29.45,30.5,11,3,0
2024-10-16,-1.0,31.55,29.45,30.5,12,3,0
2024-10-17,-1.0,31.55,29.45,30.5,12,4,0
2024-10-18,-1.0,31.55,29.45,30.5,12,5,0
2024-10-21,-1.0,31.55,29.45,30.5,12,6,0
2024-10-22,-1.0,31.55,29.45,30.5,12,7,0
2024-10-23,-1.0,31.55,29.24,30.395,12,8,0
2024-10-24,-1.0,31.55,29.23,30.39,12,9,0
2024-10-25,-1.0,31.55,29.23,30.39,12,10,0
2024-10-28,-1.0,31.55,29.05,30.3,12,11,0
2024-10-29,-1.0,31.55,29.05,30.3,12,12,0
2024-10-30,-1.0,31.55,29.05,30.3,12,13,0
2024-10-31,-1.0,31.55,29.05,30.3,12,14,0
2024-11-01,-1.0,31.55,29.01,30.28,12,15,0
2024-11-04,-1.0,31.55,29.01,30.28,12,16,0
2024-11-05,-1.0,31.55,28.79,30.17,12,17,0
2024-11-06,-1.0,31.55,28.79,30.17,12,18,0
2024-11-07,-1.0,31.55,28.79,30.17,12,19,0
2024-11-08,-1.0,31.55,28.79,30.17,12,20,0
2024-11-11,-1.0,31.55,28.79,30.17,12,21,0
2024-11-12,-1.0,31.55,28.79,30.17,13,21,0
2024-11-13,-1.0,31.55,28.79,30.17,14,21,0
2024-11-14,-1.0,31.55,28.79,30.17,15,21,0
2024-11-18,-1.0,31.55,28.79,30.17,16,21,0
2024-11-19,1.0,31.48,30.95,31.215,0,1,1
2024-11-21,1.0,31.48,30.86,31.17,0,2,0
2024-11-22,1.0,32.74,30.86,31.8,1,2,0
2024-11-25,1.0,32.76,30.86,31.81,2,2,0
2024-11-26,1.0,32.76,30.86,31.81,3,2,0
2024-11-27,1.0,32.76,30.86,31.81,4,2,0
2024-11-28,1.0,32.76,30.86,31.81,4,3,0
2024-11-29,1.0,32.76,30.86,31.81,5,3,0
2024-12-02,1.0,32.76,30.86,31.81,6,3,0
2024-12-03,1.0,32.76,30.86,31.81,7,3,0
2024-12-04,1.0,32.76,30.86,31.81,8,3,0
2024-12-05,1.0,32.76,30.86,31.81,9,3,0
2024-12-06,1.0,32.76,30.86,31.81,10,3,0
2024-12-09,1.0,33.02,30.86,31.94,11,3,0
2024-12-10,1.0,33.23,30.86,32.045,12,3,0
2024-12-11,1.0,33.5,30.86,32.18,13,3,0
2024-12-12,1.0,33.5,30.86,32.18,14,3,0
2024-12-13,1.0,33.5,30.86,32.18,15,3,0
2024-12-16,1.0,33.5,30.86,32.18,16,3,0
2024-12-17,1.0,33.5,30.86,32.18,17,3,0
2024-12-18,1.0,33.5,30.86,32.18,17,4,0
2024-12-19,1.0,33.5,30.86,32.18,17,5,0
2024-12-20,1.0,33.5,30.86,32.18,17,6,0
2024-12-23,1.0,33.5,30.86,32.18,17,7,0
2024-12-26,1.0,33.5,30.86,32.18,17,8,0
2024-12-27,1.0,33.5,30.86,32.18,17,9,0
2024-12-30,1.0,33.5,30.86,32.18,17,10,0
2025-01-02,1.0,33.5,30.86,32.18,18,10,0
2025-01-03,1.0,33.5,30.86,32.18,18,11,0
2025-01-06,1.0,33.5,30.86,32.18,18,12,0
2025-01-07,1.0,33.5,30.86,32.18,19,12,0
2025-01-08,1.0,33.5,30.86,32.18,20,12,0
2025-01-09,1.0,33.5,30.86,32.18,21,12,0
2025-01-10,1.0,33.5,30.86,32.18,22,12,0
2025-01-13,1.0,33.5,30.86,32.18,23,12,0
2025-01-14,1.0,33.5,30.86,32.18,24,12,0
2025-01-15,1.0,33.5,30.86,32.18,25,12,0
2025-01-16,1.0,33.5,30.86,32.18,26,12,0
2025-01-17,1.0,33.5,30.86,32.18,27,12,0
2025-01-20,1.0,33.5,30.86,32.18,28,12,0
2025-01-21,1.0,33.5,30.86,32.18,29,12,0
2025-01-22,1.0,33.5,30.86,32.18,30,12,0
2025-01-23,1.0,33.5,30.86,32.18,31,12,0
2025-01-24,1.0,33.5,30.86,32.18,32,12,0
2025-01-27,1.0,33.5,30.86,32.18,33,12,0
2025-01-28,1.0,33.5,30.86,32.18,34,12,0
2025-01-29,1.0,33.5,30.86,32.18,35,12,0
2025-01-30,1.0,33.5,30.86,32.18,36,12,0
2025-01-31,1.0,33.92,30.86,32.39,37,12,0
2025-02-03,1.0,33.92,30.86,32.39,38,12,0
2025-02-04,1.0,33.92,30.86,32.39,39,12,0
2025-02-05,1.0,33.92,30.86,32.39,40,12,0
2025-02-06,1.0,33.92,30.86,32.39,41,12,0
2025-02-07,1.0,33.92,30.86,32.39,41,13,0
2025-02-10,1.0,33.92,30.86,32.39,42,13,0
2025-02-11,1.0,33.92,30.86,32.39,43,13,0
2025-02-12,1.0,33.92,30.86,32.39,43,14,0
2025-02-13,-1.0,32.12,31.84,31.979999999999997,1,0,-1
2025-02-14,-1.0,33.22,31.84,32.53,2,0,0
2025-02-17,-1.0,33.52,31.84,32.68,3,0,0
2025-02-18,1.0,33.98,33.34,33.66,1,0,1
2025-02-19,1.0,34.18,33.34,33.760000000000005,2,0,0
2025-02-20,1.0,34.18,33.34,33.760000000000005,3,0,0
2025-02-21,1.0,34.18,33.34,33.760000000000005,4,0,0
2025-02-24,1.0,34.18,33.34,33.760000000000005,4,1,0
2025-02-25,1.0,34.18,33.34,33.760000000000005,4,2,0
2025-02-26,1.0,34.18,33.34,33.760000000000005,4,3,0
2025-02-27,-1.0,32.48,31.37,31.924999999999997,1,0,-1
2025-02-28,-1.0,32.48,31.37,31.924999999999997,1,1,0
2025-03-05,-1.0,32.48,30.54,31.509999999999998,1,2,0
2025-03-06,-1.0,32.48,30.08,31.279999999999998,1,3,0
2025-03-07,-1.0,32.48,30.08,31.279999999999998,1,4,0
2025-03-10,-1.0,32.48,30.06,31.269999999999996,1,5,0
2025-03-11,-1.0,32.48,29.98,31.229999999999997,1,6,0
2025-03-12,-1.0,32.48,29.98,31.229999999999997,1,7,0
2025-03-13,-1.0,32.48,29.98,31.229999999999997,1,8,0
2025-03-14,-1.0,32.48,29.98,31.229999999999997,2,8,0
2025-03-17,-1.0,32.48,29.98,31.229999999999997,3,8,0
2025-03-18,-1.0,32.48,29.98,31.229999999999997,4,8,0
2025-03-19,-1.0,32.48,29.98,31.229999999999997,5,8,0
2025-03-20,-1.0,32.48,29.98,31.229999999999997,6,8,0
2025-03-21,-1.0,32.74,29.98,31.36,7,8,0
2025-03-24,-1.0,32.74,29.98,31.36,8,8,0
2025-03-25,-1.0,33.17,29.98,31.575000000000003,9,8,0
2025-03-26,-1.0,33.27,29.98,31.625,10,8,0
2025-03-27,-1.0,33.57,29.98,31.775,11,8,0
2025-03-28,-1.0,33.57,29.98,31.775,12,8,0
2025-03-31,-1.0,33.57,29.98,31.775,13,8,0
2025-04-01,-1.0,33.57,29.98,31.775,14,8,0
2025-04-02,-1.0,33.57,29.98,31.775,15,8,0
2025-04-03,-1.0,33.57,29.98,31.775,16,8,0
2025-04-04,-1.0,33.57,29.89,31.73,16,9,0
2025-04-07,-1.0,33.57,29.27,31.42,16,10,0
2025-04-08,-1.0,33.57,28.18,30.875,16,11,0
2025-04-09,-1.0,33.57,27.44,30.505000000000003,16,12,0
2025-04-10,-1.0,33.57,27.44,30.505000000000003,16,13,0
2025-04-11,-1.0,33.57,27.21,30.39,16,14,0
2025-04-14,-1.0,33.57,27.21,30.39,16,15,0
2025-04-15,-1.0,33.57,27.21,30.39,16,16,0
2025-04-16,-1.0,33.57,27.21,30.39,16,17,0
2025-04-17,-1.0,33.57,27.21,30.39,16,18,0
2025-04-22,-1.0,33.57,27.21,30.39,16,19,0
2025-04-23,-1.0,33.57,27.21,30.39,16,20,0
2025-04-24,-1.0,33.57,27.21,30.39,16,21,0
2025-04-25,-1.0,33.57,27.21,30.39,16,22,0
2025-04-28,-1.0,33.57,27.21,30.39,16,23,0
2025-04-29,-1.0,33.57,27.21,30.39,16,24,0
2025-04-30,-1.0,33.57,27.12,30.345,16,25,0
2025-05-02,-1.0,33.57,27.12,30.345,16,26,0
2025-05-05,-1.0,33.57,26.85,30.21,16,27,0
2025-05-06,-1.0,33.57,26.85,30.21,16,28,0
2025-05-07,-1.0,33.57,26.85,30.21,16,29,0
2025-05-08,-1.0,33.57,26.85,30.21,16,30,0
2025-05-09,-1.0,33.57,26.85,30.21,16,31,0
2025-05-12,-1.0,33.57,26.85,30.21,16,32,0
2025-05-13,-1.0,33.57,26.85,30.21,16,33,0
2025-05-14,-1.0,33.57,26.85,30.21,16,34,0
2025-05-15,-1.0,33.57,26.85,30.21,16,35,0
2025-05-16,-1.0,33.57,26.85,30.21,16,36,0
2025-05-19,-1.0,33.57,26.85,30.21,16,37,0
2025-05-20,-1.0,33.57,26.85,30.21,16,38,0
2025-05-21,-1.0,33.57,26.85,30.21,16,39,0
2025-05-22,-1.0,33.57,26.85,30.21,16,40,0
2025-05-23,-1.0,33.57,26.85,30.21,16,41,0
2025-05-26,-1.0,33.57,26.85,30.21,16,42,0
2025-05-27,-1.0,33.57,26.85,30.21,16,43,0
2025-05-28,-1.0,33.57,26.85,30.21,16,44,0
2025-05-29,-1.0,33.57,26.85,30.21,16,45,0
2025-05-30,-1.0,33.57,26.85,30.21,16,46,0
2025-06-02,-1.0,33.57,26.85,30.21,16,47,0
2025-06-03,-1.0,33.57,26.85,30.21,16,48,0
2025-06-04,-1.0,33.57,26.85,30.21,16,49,0
2025-06-05,-1.0,33.57,26.85,30.21,16,50,0
2025-06-06,-1.0,33.57,26.85,30.21,16,51,0
2025-06-09,-1.0,33.57,26.84,30.205,16,52,0
2025-06-10,-1.0,33.57,26.84,30.205,16,53,0
2025-06-11,-1.0,33.57,26.84,30.205,16,54,0
2025-06-12,1.0,29.67,28.57,29.12,1,0,1
2025-06-13,1.0,30.84,28.57,29.705,2,0,0
2025-06-16,1.0,30.84,28.57,29.705,3,0,0
2025-06-17,1.0,30.84,28.57,29.705,4,0,0
2025-06-18,1.0,30.88,28.57,29.725,5,0,0
2025-06-20,1.0,30.88,28.57,29.725,6,0,0
2025-06-23,1.0,31.0,28.57,29.785,6,1,0
2025-06-24,1.0,31.0,28.57,29.785,6,2,0
2025-06-25,1.0,31.0,28.57,29.785,6,3,0
2025-06-26,1.0,31.0,28.57,29.785,6,4,0
2025-06-27,1.0,31.0,28.57,29.785,6,5,0
2025-06-30,1.0,31.0,28.57,29.785,6,6,0
2025-07-01,1.0,31.0,28.57,29.785,6,7,0
2025-07-02,1.0,31.0,28.57,29.785,7,7,0
2025-07-03,1.0,31.0,28.57,29.785,8,7,0
2025-07-04,1.0,31.0,28.57,29.785,9,7,0
2025-07-07,1.0,31.0,28.57,29.785,10,7,0
2025-07-08,1.0,31.0,28.57,29.785,11,7,0
2025-07-09,1.0,31.0,28.57,29.785,12,7,0
2025-07-10,1.0,31.0,28.57,29.785,13,7,0
2025-07-11,1.0,31.0,28.57,29.785,14,7,0
2025-07-14,1.0,31.0,28.57,29.785,15,7,0
2025-07-15,1.0,31.0,28.57,29.785,15,8,0
2025-07-16,1.0,31.0,28.57,29.785,15,9,0
2025-07-17,1.0,31.0,28.57,29.785,15,10,0
2025-07-18,1.0,31.0,28.45,29.725,15,11,0
2025-07-21,1.0,31.0,28.45,29.725,15,12,0
2025-07-22,1.0,31.0,28.45,29.725,15,13,0
2025-07-23,1.0,31.0,28.45,29.725,16,13,0
2025-07-24,1.0,31.0,28.45,29.725,16,14,0
2025-07-25,1.0,31.0,28.45,29.725,17,14,0
2025-07-28,1.0,31.0,28.45,29.725,18,14,0
2025-07-29,1.0,31.0,28.45,29.725,19,14,0
2025-07-30,1.0,31.0,28.45,29.725,20,14,0
2025-07-31,1.0,31.0,28.45,29.725,21,14,0
2025-08-01,1.0,31.0,28.45,29.725,22,14,0
2025-08-04,1.0,31.0,28.45,29.725,23,14,0
2025-08-05,1.0,31.0,28.45,29.725,24,14,0
2025-08-06,1.0,31.0,28.45,29.725,25,14,0
2025-08-07,1.0,31.0,28.45,29.725,26,14,0
2025-08-08,-1.0,29.8,28.39,29.095,0,1,-1
2025-08-11,-1.0,29.8,28.39,29.095,0,2,0
2025-08-12,-1.0,29.8,28.39,29.095,0,3,0
2025-08-13,-1.0,29.8,28.28,29.04,0,4,0
2025-08-14,-1.0,29.8,27.91,28.855,0,5,0
2025-08-15,-1.0,29.8,27.65,28.725,0,6,0
2025-08-18,-1.0,29.8,27.65,28.725,0,7,0
2025-08-19,-1.0,29.8,27.65,28.725,0,8,0
2025-08-20,-1.0,29.8,27.65,28.725,0,9,0
2025-08-21,-1.0,29.8,27.65,28.725,0,10,0
2025-08-22,-1.0,29.8,27.65,28.725,1,10,0
2025-08-25,-1.0,29.8,27.65,28.725,2,10,0
2025-08-26,-1.0,29.8,27.65,28.725,3,10,0
2025-08-27,-1.0,29.8,27.65,28.725,4,10,0
2025-08-28,-1.0,29.8,27.65,28.725,5,10,0
2025-08-29,-1.0,29.8,27.65,28.725,6,10,0
2025-09-01,-1.0,29.8,27.65,28.725,7,10,0
2025-09-02,-1.0,29.83,27.65,28.74,8,10,0
2025-09-03,-1.0,29.83,27.65,28.74,9,10,0
2025-09-04,-1.0,29.83,27.65,28.74,10,10,0
2025-09-05,-1.0,29.83,27.65,28.74,11,10,0
2025-09-08,-1.0,29.83,27.65,28.74,12,10,0
2025-09-09,-1.0,29.83,27.65,28.74,13,10,0
2025-09-10,-1.0,29.92,27.65,28.785,14,10,0
2025-09-11,-1.0,29.92,27.65,28.785,15,10,0
2025-09-12,-1.0,30.07,27.65,28.86,16,10,0
2025-09-15,-1.0,30.07,27.65,28.86,17,10,0
2025-09-16,-1.0,30.07,27.65,28.86,18,10,0
2025-09-17,-1.0,30.16,27.65,28.905,19,10,0
2025-09-18,1.0,30.19,29.59,29.89,0,1,1
2025-09-19,1.0,30.19,29.33,29.759999999999998,0,2,0
2025-09-22,1.0,30.19,29.26,29.725,1,2,0
2025-09-23,1.0,30.44,29.26,29.85,2,2,0
2025-09-24,1.0,30.96,29.26,30.11,3,2,0
2025-09-25,1.0,31.12,29.26,30.19,4,2,0
2025-09-26,1.0,31.12,29.26,30.19,5,2,0
2025-09-29,1.0,31.12,29.26,30.19,5,3,0
2025-09-30,1.0,31.12,29.26,30.19,5,4,0
2025-10-01,1.0,31.12,29.26,30.19,5,5,0
2025-10-02,1.0,31.12,29.26,30.19,5,6,0
2025-10-03,1.0,31.12,29.26,30.19,5,7,0
2025-10-06,1.0,31.12,29.13,30.125,5,8,0
2025-10-07,1.0,31.12,28.79,29.955,5,9,0
2025-10-08,1.0,31.12,28.79,29.955,5,10,0
2025-10-09,-1.0,29.26,28.64,28.950000000000003,0,1,-1
2025-10-10,-1.0,29.26,28.34,28.8,0,2,0
2025-10-13,-1.0,29.26,28.34,28.8,0,3,0
2025-10-14,-1.0,29.26,28.34,28.8,0,4,0
2025-10-15,-1.0,29.26,28.15,28.705,0,5,0
2025-10-16,-1.0,29.26,27.9,28.58,0,6,0
2025-10-17,-1.0,29.26,27.81,28.535,0,7,0
2025-10-20,-1.0,29.26,27.81,28.535,0,8,0
2025-10-21,-1.0,29.26,27.81,28.535,0,9,0
2025-10-22,-1.0,29.26,27.81,28.535,0,10,0
2025-10-23,-1.0,29.26,27.81,28.535,1,10,0
2025-10-24,-1.0,29.26,27.81,28.535,1,11,0
2025-10-27,-1.0,29.26,27.81,28.535,1,12,0
