Data,TPF,Trend,Lower_Band,Upper_Band
2021-11-12,8.166057684236922,-1.0,,
2021-11-16,8.165347124772962,-1.0,,
2021-11-17,8.164059103167414,-1.0,,
2021-11-18,8.162208944784409,-1.0,,
2021-11-19,8.15947070242636,-1.0,,
2021-11-22,8.156213713314987,-1.0,,
2021-11-23,8.153847232779851,-1.0,,
2021-11-24,8.152792600409427,-1.0,,
2021-11-25,8.154033698866138,1.0,,
2021-11-26,8.156220882703401,1.0,,
2021-11-29,8.16015739500424,1.0,,
2021-11-30,8.165577839275725,1.0,,
2021-12-01,8.172431963929442,1.0,,
2021-12-02,8.182438812360425,1.0,,
2021-12-03,8.195570006973727,1.0,,
2021-12-06,8.2115120305265,1.0,,
2021-12-07,8.230354546008112,1.0,,
2021-12-08,8.251670734418834,1.0,,
2021-12-09,8.275018305121176,1.0,,
2021-12-10,8.30043893271884,1.0,,
2021-12-13,8.327404457910337,1.0,,
2021-12-14,8.35526297580401,1.0,,
2021-12-15,8.384000724966283,1.0,,
2021-12-16,8.413820009589706,1.0,,
2021-12-17,8.443777859540397,1.0,,
2021-12-20,8.472895611564581,1.0,,
2021-12-21,8.50122069059718,1.0,,
2021-12-22,8.528734943298888,1.0,,
2021-12-23,8.555642080017723,1.0,,
2021-12-27,8.5823698702309,1.0,,
2021-12-28,8.608889226329783,1.0,,
2021-12-29,8.634896344948428,1.0,,
2021-12-30,8.66028262883548,1.0,,
2022-01-03,8.68569934943998,1.0,,
2022-01-04,8.711187858273156,1.0,,
2022-01-05,8.735481768526126,1.0,,
2022-01-06,8.758626475121787,1.0,,
2022-01-07,8.780851208225657,1.0,,
2022-01-10,8.802017866623885,1.0,,
2022-01-11,8.823063383626078,1.0,,
2022-01-12,8.844837073275048,1.0,,
2022-01-13,8.867799062814127,1.0,,
2022-01-14,8.892905466612303,1.0,,
2022-01-17,8.919837080401258,1.0,,
2022-01-18,8.94843360828557,1.0,,
2022-01-19,8.978239888721243,1.0,,
2022-01-20,9.009257901447818,1.0,,
2022-01-21,9.041268573688027,1.0,,
2022-01-24,9.07423261090809,1.0,,
2022-01-25,9.109011935419616,1.0,,
2022-01-26,9.146198335710558,1.0,,
2022-01-27,9.185370784672145,1.0,,
2022-01-28,9.224760289966008,1.0,,
2022-01-31,9.26403111312588,1.0,,
2022-02-01,9.303758702015102,1.0,,
2022-02-02,9.343234755040152,1.0,,
2022-02-03,9.38190372541648,1.0,,
2022-02-04,9.420337342972598,1.0,,
2022-02-07,9.45795023142139,1.0,,
2022-02-08,9.494388940062835,1.0,,
2022-02-09,9.529813645289565,1.0,,
2022-02-10,9.564770404919374,1.0,,
2022-02-11,9.600574541628761,1.0,,
2022-02-14,9.636232256703007,1.0,,
2022-02-15,9.671093473072434,1.0,,
2022-02-16,9.705616357605328,1.0,,
2022-02-17,9.739612814564904,1.0,,
2022-02-18,9.773261339805876,1.0,,
2022-02-21,9.80736996880175,1.0,,
2022-02-22,9.84165047989125,1.0,,
2022-02-23,9.876470851424573,1.0,,
2022-02-24,9.910817380524026,1.0,,
2022-02-25,9.945263880288628,1.0,,
2022-03-02,9.98037298562668,1.0,,
2022-03-03,10.015517589977565,1.0,,
2022-03-04,10.050584214231359,1.0,,
2022-03-07,10.082931519511739,1.0,,
2022-03-08,10.113486731310463,1.0,,
2022-03-09,10.142506750598818,1.0,,
2022-03-10,10.171274822478242,1.0,,
2022-03-11,10.198462490703958,1.0,,
2022-03-14,10.223566060096381,1.0,,
2022-03-15,10.245966234831506,1.0,,
2022-03-16,10.265657865603414,1.0,,
2022-03-17,10.282086742332549,1.0,,
2022-03-18,10.296236457495231,1.0,,
2022-03-21,10.309530855978181,1.0,,
2022-03-22,10.321882320338307,1.0,,
2022-03-23,10.333837410762865,1.0,,
2022-03-24,10.345781478273711,1.0,,
2022-03-25,10.357554863693005,1.0,,
2022-03-28,10.368429596334177,1.0,,
2022-03-29,10.379199241160094,1.0,,
2022-03-30,10.390556897220218,1.0,,
2022-03-31,10.402888764982325,1.0,,
2022-04-01,10.415567777829311,1.0,,
2022-04-04,10.428200468732932,1.0,,
2022-04-05,10.440412482790999,1.0,,
2022-04-06,10.452188379549233,1.0,,
2022-04-07,10.465283389674331,1.0,,
2022-04-08,10.479675405715534,1.0,,
2022-04-11,10.494876012436455,1.0,,
2022-04-12,10.510642359397215,1.0,,
2022-04-13,10.527597856238948,1.0,,
2022-04-14,10.545104806882229,1.0,,
2022-04-18,10.562418762370037,1.0,,
2022-04-19,10.580564764553936,1.0,,
2022-04-20,10.599566907729367,1.0,,
2022-04-22,10.617831244981124,1.0,,
2022-04-25,10.634898754694053,1.0,10.324598754694053,
2022-04-26,10.650806514994851,1.0,10.340406514994852,
2022-04-27,10.665652503172035,1.0,10.355802503172036,
2022-04-28,10.679742588383915,1.0,10.369892588383916,
2022-04-29,10.693160097049827,1.0,10.381960097049827,
2022-05-02,10.705607782277974,1.0,10.393257782277974,
2022-05-03,10.717480289775125,1.0,10.404930289775125,
2022-05-04,10.730860275672953,1.0,10.415760275672953,
2022-05-05,10.745452774207592,1.0,10.428752774207593,
2022-05-06,10.762267781406615,1.0,10.444417781406615,
2022-05-09,10.779947669252989,1.0,10.461397669252989,
2022-05-10,10.798637832111643,1.0,10.480287832111642,
2022-05-11,10.8194232597044,1.0,10.4993232597044,
2022-05-12,10.842283444538618,1.0,10.521383444538618,
2022-05-13,10.867380088416198,1.0,10.546080088416197,
2022-05-16,10.894723395642535,1.0,10.572873395642535,
2022-05-17,10.9234471326469,1.0,10.600597132646898,
2022-05-18,10.952635775765462,1.0,10.628785775765461,
2022-05-19,10.982790905344187,1.0,10.657790905344187,
2022-05-20,11.014440417451118,1.0,10.689640417451118,
2022-05-23,11.048846689035669,1.0,10.722796689035668,
2022-05-24,11.084374660823114,1.0,10.756074660823113,
2022-05-25,11.121329818132308,1.0,10.792229818132308,
2022-05-26,11.159509326860407,1.0,10.833009326860408,
2022-05-27,11.19671691089425,1.0,10.867766910894249,
2022-05-30,11.232185491912906,1.0,10.900685491912906,
2022-05-31,11.266118986990994,1.0,10.933818986990994,
2022-06-01,11.298545141768187,1.0,10.966745141768188,
2022-06-02,11.329244801360804,1.0,10.997344801360805,
2022-06-03,11.358993193837067,1.0,11.026043193837067,
2022-06-06,11.387849908498747,1.0,11.055199908498748,
2022-06-07,11.416272812488128,1.0,11.083072812488128,
2022-06-08,11.444042838178653,1.0,11.110142838178653,
2022-06-09,11.470629697306236,1.0,11.136479697306237,
2022-06-10,11.495543116513623,1.0,11.160043116513624,
2022-06-13,11.5184533002652,1.0,11.182053300265201,
2022-06-14,11.539946727833536,1.0,11.202396727833536,
2022-06-15,11.55948556839751,1.0,11.220285568397511,
2022-06-17,11.575056048363367,1.0,11.230506048363367,
2022-06-20,11.587485991598873,1.0,11.239685991598874,
2022-06-21,11.59645360317864,1.0,11.24630360317864,
2022-06-22,11.602277814441132,1.0,11.251727814441132,
2022-06-23,11.604688682360981,1.0,11.253088682360982,
2022-06-24,11.603864214842625,1.0,11.251764214842625,
2022-06-27,11.60235732564247,-1.0,,11.95705732564247
2022-06-28,11.600693450230604,-1.0,,11.956293450230605
2022-06-29,11.598587623927923,-1.0,,11.953687623927923
2022-06-30,11.595916471233775,-1.0,,11.949816471233774
2022-07-01,11.593504227902578,-1.0,,11.948904227902577
2022-07-04,11.592100645893884,-1.0,,11.947400645893884
2022-07-05,11.59018668331321,-1.0,,11.947936683313209
2022-07-06,11.58736800461751,-1.0,,11.947418004617509
2022-07-07,11.584791465819077,-1.0,,11.946191465819076
2022-07-08,11.582837382888727,-1.0,,11.943437382888726
2022-07-11,11.581246718094288,-1.0,,11.941246718094288
2022-07-12,11.579451138566,-1.0,,11.939701138566
2022-07-13,11.577513244499631,-1.0,,11.937263244499631
2022-07-14,11.574495925566643,-1.0,,11.934645925566643
2022-07-15,11.571134755808375,-1.0,,11.931534755808375
2022-07-18,11.568289993109532,-1.0,,11.928739993109533
2022-07-19,11.566618012829606,-1.0,,11.927018012829606
2022-07-20,11.565975042486983,-1.0,,11.926125042486984
2022-07-21,11.56604634209924,-1.0,,11.92754634209924
2022-07-22,11.567144051803524,1.0,11.205794051803524,
2022-07-25,11.570839747504039,1.0,11.208239747504038,
2022-07-26,11.577195078131124,1.0,11.213545078131125,
2022-07-27,11.586255615964053,1.0,11.222305615964054,
2022-07-28,11.598858920439083,1.0,11.233408920439084,
2022-07-29,11.616841412603955,1.0,11.248091412603955,
2022-08-01,11.638874998336915,1.0,11.269324998336915,
2022-08-02,11.664562862518281,1.0,11.293912862518281,
2022-08-03,11.69342323438602,1.0,11.32262323438602,
2022-08-04,11.725366765807909,1.0,11.353416765807909,
2022-08-05,11.760739985021694,1.0,11.387839985021694,
2022-08-08,11.801230055514052,1.0,11.426830055514053,
2022-08-09,11.84680568514026,1.0,11.47205568514026,
2022-08-10,11.896524605763828,1.0,11.521874605763827,
2022-08-11,11.948621192886524,1.0,11.573721192886524,
2022-08-12,12.005918589102045,1.0,11.627368589102044,
2022-08-15,12.067578574771442,1.0,11.685778574771442,
2022-08-16,12.13332096104238,1.0,11.750970961042379,
2022-08-17,12.203570626307624,1.0,11.819670626307623,
2022-08-18,12.278560484084036,1.0,11.895760484084036,
2022-08-19,12.354851433286282,1.0,11.968451433286281,
2022-08-22,12.433095884124368,1.0,12.043295884124369,
2022-08-23,12.514384432933772,1.0,12.123934432933773,
2022-08-24,12.598388461986572,1.0,12.206838461986571,
2022-08-25,12.68394449629354,1.0,12.28959449629354,
2022-08-26,12.771148249156294,1.0,12.375348249156295,
2022-08-29,12.86079131260339,1.0,12.46209131260339,
2022-08-30,12.949154282814328,1.0,12.545954282814328,
2022-08-31,13.037335010270311,1.0,12.631835010270311,
2022-09-01,13.126044420842128,1.0,12.718994420842128,
2022-09-02,13.214289179114159,1.0,12.80538917911416,
2022-09-05,13.301699655676513,1.0,12.891449655676514,
2022-09-06,13.386219403549873,1.0,12.972569403549873,
2022-09-08,13.467488419647971,1.0,13.051938419647971,
2022-09-09,13.545667598819053,1.0,13.130167598819053,
2022-09-12,13.620565911831012,1.0,13.203265911831013,
2022-09-13,13.690941545391617,1.0,13.273141545391617,
2022-09-14,13.757894873095145,1.0,13.340394873095144,
2022-09-15,13.821559950433862,1.0,13.405009950433863,
2022-09-16,13.881722932928518,1.0,13.464522932928519,
2022-09-19,13.939386233980358,1.0,13.520336233980357,
2022-09-20,13.994409492569407,1.0,13.577309492569407,
2022-09-21,14.04708144250288,1.0,13.629731442502878,
2022-09-22,14.098715649059198,1.0,13.679765649059197,
2022-09-23,14.146214197577446,1.0,13.723164197577447,
2022-09-26,14.18921093758467,1.0,13.76546093758467,
2022-09-27,14.228454395710342,1.0,13.804004395710342,
2022-09-28,14.263710482717459,1.0,13.837510482717459,
2022-09-29,14.295438336520867,1.0,13.868488336520867,
2022-09-30,14.324731857136733,1.0,13.895481857136733,
2022-10-03,14.355468144839982,1.0,13.920368144839982,
2022-10-04,14.386128398994106,1.0,13.947428398994106,
2022-10-05,14.418456581014084,1.0,13.977206581014084,
2022-10-06,14.453845952703636,1.0,14.011445952703637,
2022-10-07,14.491735966433646,1.0,14.047585966433646,
2022-10-10,14.53110241021866,1.0,14.08545241021866,
2022-10-11,14.571263624689767,1.0,14.124313624689767,
2022-10-13,14.613451434986052,1.0,14.162401434986052,
2022-10-14,14.656471468564739,1.0,14.20427146856474,
2022-10-17,14.7000226219694,1.0,14.2453726219694,
2022-10-18,14.745173658390382,1.0,14.288373658390382,
2022-10-19,14.793441754585382,1.0,14.334091754585382,
2022-10-20,14.8458936735995,1.0,14.3845436735995,
2022-10-21,14.903757777760953,1.0,14.439607777760953,
2022-10-24,14.960834163534912,1.0,14.489384163534913,
2022-10-25,15.015929681510169,1.0,14.542029681510169,
2022-10-26,15.06788484261127,1.0,14.59083484261127,
2022-10-27,15.117309489492081,1.0,14.640109489492081,
2022-10-28,15.163782659477366,1.0,14.685182659477366,
2022-10-31,15.203256261432543,1.0,14.718006261432542,
2022-11-01,15.236589945780347,1.0,14.750889945780347,
2022-11-03,15.26458422146401,1.0,14.777484221464011,
2022-11-04,15.285287939434632,1.0,14.793037939434631,
2022-11-07,15.29779553092613,1.0,14.80379553092613,
2022-11-08,15.303419278351585,1.0,14.808969278351585,
2022-11-09,15.302333932756163,1.0,14.805233932756163,
2022-11-10,15.294185745515993,-1.0,,15.792485745515993
2022-11-11,15.281230312024972,-1.0,,15.780930312024973
2022-11-14,15.265234603020991,-1.0,,15.765734603020991
2022-11-16,15.245766188970531,-1.0,,15.74676618897053
2022-11-17,15.223357513384908,-1.0,,15.722657513384908
2022-11-18,15.197738359425994,-1.0,,15.698888359425993
2022-11-21,15.16951995482758,-1.0,,15.67211995482758
2022-11-22,15.138778859626433,-1.0,,15.642928859626432
2022-11-23,15.106116838494078,-1.0,,15.610466838494078
2022-11-24,15.073305432306322,-1.0,,15.579305432306322
2022-11-25,15.039783212526544,-1.0,,15.546783212526543
2022-11-28,15.006612576212792,-1.0,,15.514962576212792
2022-11-29,14.97565008211709,-1.0,,15.48655008211709
2022-11-30,14.948943726217903,-1.0,,15.461843726217904
2022-12-01,14.92417536055261,-1.0,,15.43812536055261
2022-12-02,14.901733748839236,-1.0,,15.417083748839236
2022-12-05,14.88089684958911,-1.0,,15.39724684958911
2022-12-06,14.861556459860351,-1.0,,15.37860645986035
2022-12-07,14.843055366612958,-1.0,,15.361105366612959
2022-12-08,14.8243521338216,-1.0,,15.3442521338216
2022-12-09,14.80540640215556,-1.0,,15.32520640215556
2022-12-12,14.784912432931737,-1.0,,15.306712432931738
2022-12-13,14.762076200642316,-1.0,,15.284926200642316
2022-12-14,14.734041353143551,-1.0,,15.259741353143552
2022-12-15,14.702547300011883,-1.0,,15.230747300011883
2022-12-16,14.66816205720924,-1.0,,15.19591205720924
2022-12-19,14.631917567433705,-1.0,,15.160867567433705
2022-12-20,14.595371601598387,-1.0,,15.125771601598387
2022-12-21,14.559574948039039,-1.0,,15.08747494803904
2022-12-22,14.525256572055351,-1.0,,15.053506572055351
2022-12-23,14.494319525840925,-1.0,,15.024219525840925
2022-12-26,14.466120203655711,-1.0,,14.99392020365571
2022-12-27,14.440708381859714,-1.0,,14.966758381859714
2022-12-28,14.417250695902737,-1.0,,14.942650695902737
2022-12-29,14.39504457521424,-1.0,,14.919844575214238
2023-01-02,14.37124035109643,-1.0,,14.89889035109643
2023-01-03,14.34509160171739,-1.0,,14.872341601717391
2023-01-04,14.318217436981984,-1.0,,14.848867436981983
2023-01-05,14.292250614651476,-1.0,,14.823250614651476
2023-01-06,14.266908355182897,-1.0,,14.798858355182897
2023-01-09,14.242437959132761,-1.0,,14.775037959132762
2023-01-10,14.219176638864688,-1.0,,14.752326638864687
2023-01-11,14.197384021776658,-1.0,,14.731084021776658
2023-01-12,14.177561262230592,-1.0,,14.710611262230591
2023-01-13,14.15939560386479,-1.0,,14.691645603864789
2023-01-16,14.141802712675586,-1.0,,14.675002712675585
2023-01-17,14.127368916981053,-1.0,,14.663268916981053
2023-01-18,14.114931566452727,-1.0,,14.652281566452727
2023-01-19,14.105608923399483,-1.0,,14.644908923399484
2023-01-20,14.099995485264316,-1.0,,14.641495485264315
2023-01-23,14.098381696771488,-1.0,,14.642831696771488
2023-01-24,14.099923491762652,-1.0,,14.644823491762653
2023-01-25,14.104804414066656,1.0,13.557854414066655,
2023-01-26,14.111282959096139,1.0,13.561082959096138,
2023-01-27,14.118143922233587,1.0,13.567193922233587,
2023-01-30,14.125534502686197,1.0,13.574584502686196,
2023-01-31,14.133922630589568,1.0,13.582672630589569,
2023-02-01,14.14253547210733,1.0,13.59008547210733,
2023-02-02,14.149209354032582,1.0,13.595209354032582,
2023-02-03,14.154665953430893,1.0,13.599115953430893,
2023-02-06,14.160779311601699,1.0,13.604729311601698,
2023-02-07,14.167168000993748,1.0,13.611068000993747,
2023-02-08,14.17452139311213,1.0,13.61797139311213,
2023-02-09,14.182477115700275,1.0,13.625527115700274,
2023-02-10,14.1923292806734,1.0,13.633979280673401,
2023-02-13,14.203930495548912,1.0,13.646580495548912,
2023-02-14,14.216867608718719,1.0,13.66006760871872,
2023-02-15,14.230992845328835,1.0,13.673842845328835,
2023-02-16,14.246297540786234,1.0,13.691347540786234,
2023-02-17,14.261871291913016,1.0,13.708271291913016,
2023-02-22,14.276453398669814,1.0,13.723003398669814,
2023-02-23,14.291488873629984,1.0,13.736988873629985,
2023-02-24,14.305850307349084,1.0,13.750250307349084,
2023-02-27,14.31991985029504,1.0,13.76431985029504,
2023-02-28,14.33207862510541,1.0,13.77322862510541,
2023-03-01,14.34265564628016,1.0,13.781405646280161,
2023-03-02,14.350640780554304,1.0,13.787340780554304,
2023-03-03,14.358198844636231,1.0,13.793048844636232,
2023-03-06,14.365825740692154,1.0,13.800575740692153,
2023-03-07,14.371969770558357,1.0,13.805569770558357,
2023-03-08,14.37735833769215,1.0,13.80980833769215,
2023-03-09,14.38188464882925,1.0,13.814334648829249,
2023-03-10,14.385055066599225,1.0,13.819455066599225,
2023-03-13,14.38566769838045,1.0,13.81966769838045,
2023-03-14,14.383270355546088,-1.0,,14.951220355546088
2023-03-15,14.377539627917974,-1.0,,14.944989627917973
2023-03-16,14.368761630644334,-1.0,,14.934211630644334
2023-03-17,14.357784706709701,-1.0,,14.9234347067097
2023-03-20,14.34389897296579,-1.0,,14.910748972965791
2023-03-21,14.328354105213263,-1.0,,14.896054105213263
2023-03-22,14.311285006030898,-1.0,,14.878735006030897
2023-03-23,14.29200800672024,-1.0,,14.86125800672024
2023-03-24,14.270832300162265,-1.0,,14.839632300162265
2023-03-27,14.24877784605948,-1.0,,14.81757784605948
2023-03-28,14.226737782331842,-1.0,,14.795587782331841
2023-03-29,14.205305725973444,-1.0,,14.773705725973445
2023-03-30,14.184594931085488,-1.0,,14.752744931085488
2023-03-31,14.163678823719977,-1.0,,14.732628823719976
2023-04-03,14.144477704275733,-1.0,,14.714027704275733
2023-04-04,14.12643020375922,-1.0,,14.69188020375922
2023-04-05,14.109600789444096,-1.0,,14.673850789444096
2023-04-06,14.093266806780239,-1.0,,14.655866806780239
2023-04-10,14.07831515795062,-1.0,,14.640415157950619
2023-04-11,14.066632038358911,-1.0,,14.62953203835891
2023-04-12,14.058179601764705,-1.0,,14.621979601764705
2023-04-13,14.05288378540764,-1.0,,14.61388378540764
2023-04-14,14.050825177217368,-1.0,,14.612075177217367
2023-04-17,14.052312142378604,-1.0,,14.613212142378604
2023-04-18,14.058098987123909,1.0,13.49549898712391,
2023-04-19,14.06607132128815,1.0,13.50352132128815,
2023-04-20,14.076236906452296,1.0,13.513236906452295,
2023-04-24,14.089184837190688,1.0,13.527284837190688,
2023-04-25,14.104335539683213,1.0,13.543435539683212,
2023-04-26,14.120773140987056,1.0,13.561123140987057,
2023-04-27,14.137135991237479,1.0,13.57508599123748,
2023-04-28,14.154220019030307,1.0,13.590370019030306,
2023-05-02,14.169989272550673,1.0,13.604039272550672,
2023-05-03,14.184406817077335,1.0,13.617656817077336,
2023-05-04,14.198312775910946,1.0,13.631162775910946,
2023-05-05,14.213651398190848,1.0,13.644001398190849,
2023-05-08,14.23121636718265,1.0,13.66106636718265,
2023-05-09,14.25082548055532,1.0,13.680625480555321,
2023-05-10,14.272034283119819,1.0,13.701084283119819,
2023-05-11,14.296341193374438,1.0,13.722441193374438,
2023-05-12,14.32488967620999,1.0,13.74808967620999,
2023-05-15,14.355905253344122,1.0,13.779255253344122,
2023-05-16,14.390218659127575,1.0,13.811268659127574,
2023-05-17,14.426064387752442,1.0,13.844814387752441,
2023-05-18,14.463415729069082,1.0,13.883165729069082,
2023-05-19,14.502182684522094,1.0,13.924982684522094,
2023-05-22,14.541476133907409,1.0,13.964576133907409,
2023-05-23,14.582347623234547,1.0,14.004597623234547,
2023-05-24,14.625276159454424,1.0,14.046076159454424,
2023-05-25,14.669464287274835,1.0,14.089814287274834,
2023-05-26,14.715297151430365,1.0,14.136097151430365,
2023-05-29,14.76220669716694,1.0,14.18605669716694,
2023-05-30,14.80932160541877,1.0,14.23312160541877,
2023-05-31,14.855942600325347,1.0,14.280192600325348,
2023-06-01,14.903631192801255,1.0,14.328331192801254,
2023-06-02,14.952538009149801,1.0,14.382038009149802,
2023-06-05,15.002945798549998,1.0,14.435445798549999,
2023-06-06,15.055623850572921,1.0,14.486273850572921,
2023-06-07,15.111763813752626,1.0,14.542213813752626,
2023-06-09,15.173511475605594,1.0,14.601411475605593,
2023-06-12,15.241017351691227,1.0,14.671117351691226,
2023-06-13,15.312999703856619,1.0,14.746099703856618,
2023-06-14,15.391271305631927,1.0,14.822871305631926,
2023-06-15,15.473302358603759,1.0,14.901802358603758,
2023-06-16,15.558888128778237,1.0,14.988588128778238,
2023-06-19,15.648924083530284,1.0,15.078274083530284,
2023-06-20,15.742875893735023,1.0,15.173425893735024,
2023-06-21,15.842652437821895,1.0,15.273802437821896,
2023-06-22,15.946367369135034,1.0,15.378967369135035,
2023-06-23,16.05050134036725,1.0,15.480751340367252,
2023-06-26,16.156104536750615,1.0,15.586454536750615,
2023-06-27,16.26213580712958,1.0,15.691985807129582,
2023-06-28,16.368832143294114,1.0,15.801082143294114,
2023-06-29,16.476057305223815,1.0,15.910557305223815,
2023-06-30,16.580280026799603,1.0,16.011280026799604,
2023-07-03,16.68270572838576,1.0,16.114705728385758,
2023-07-04,16.78340009932349,1.0,16.21655009932349,
2023-07-05,16.882177803660838,1.0,16.314327803660838,
2023-07-06,16.978014812336426,1.0,16.408014812336425,
2023-07-07,17.070677409407725,1.0,16.499677409407724,
2023-07-10,17.1604054940499,1.0,16.5908554940499,
2023-07-11,17.246456399775056,1.0,16.676906399775056,
2023-07-12,17.32906136447298,1.0,16.75886136447298,
2023-07-13,17.409363129079054,1.0,16.839463129079054,
2023-07-14,17.486195995466197,1.0,16.919095995466197,
2023-07-17,17.559638297837456,1.0,16.990838297837456,
2023-07-18,17.62955189000338,1.0,17.06095189000338,
2023-07-19,17.696726295147787,1.0,17.129376295147786,
2023-07-20,17.76136315082686,1.0,17.19441315082686,
2023-07-21,17.82473157201989,1.0,17.25903157201989,
2023-07-24,17.888098446034846,1.0,17.326948446034844,
2023-07-25,17.95272478730206,1.0,17.39342478730206,
2023-07-26,18.018250246972695,1.0,17.461000246972695,
2023-07-27,18.081008778876235,1.0,17.521658778876237,
2023-07-28,18.141932380300613,1.0,17.583182380300613,
2023-07-31,18.20388677800377,1.0,17.64268677800377,
2023-08-01,18.26546373196262,1.0,17.70211373196262,
2023-08-02,18.326396229500105,1.0,17.765496229500105,
2023-08-03,18.387383358097676,1.0,17.826583358097675,
2023-08-04,18.446306691458524,1.0,17.884006691458524,
2023-08-07,18.503648737266225,1.0,17.941798737266225,
2023-08-08,18.559494553195968,1.0,17.999194553195967,
2023-08-09,18.61435712075868,1.0,18.05500712075868,
2023-08-10,18.668532284298397,1.0,18.111682284298396,
2023-08-11,18.72181534980547,1.0,18.17066534980547,
2023-08-14,18.774309444285258,1.0,18.224759444285258,
2023-08-15,18.82641710551588,1.0,18.27581710551588,
2023-08-16,18.879452137174408,1.0,18.32725213717441,
2023-08-17,18.932915266874154,1.0,18.380865266874153,
2023-08-18,18.986741383432253,1.0,18.441491383432254,
2023-08-21,19.04028340078059,1.0,18.494183400780592,
2023-08-22,19.094279564627968,1.0,18.549129564627968,
2023-08-23,19.15203948675964,1.0,18.607989486759642,
2023-08-24,19.212782010062256,1.0,18.668732010062257,
2023-08-25,19.275474876257245,1.0,18.731024876257244,
2023-08-28,19.34045113935627,1.0,18.79755113935627,
2023-08-29,19.40737434623649,1.0,18.86587434623649,
2023-08-30,19.47625480315707,1.0,18.93750480315707,
2023-08-31,19.54517304950754,1.0,19.00622304950754,
2023-09-01,19.615398897060853,1.0,19.076798897060854,
