Data,MACD_Linha_12_26,MACD_Sinal_9,MACD_Hist_12_26_9
2022-06-30,-0.23979707080236956,-0.22123177618598194,-0.018565294616387618
2022-07-01,-0.20550634422478353,-0.21808668979374227,0.012580345568958734
2022-07-04,-0.15635541776970108,-0.20574043538893405,0.049385017619232974
2022-07-05,-0.15196246493144905,-0.19498484129743707,0.04302237636598802
2022-07-06,-0.15875473874841362,-0.1877388207876324,0.02898408203921879
2022-07-07,-0.13594236366200718,-0.17737952936250737,0.041437165700500184
2022-07-08,-0.10614984912237624,-0.16313359331448116,0.05698374419210492
2022-07-11,-0.08638477534777067,-0.14778382972113904,0.06139905437336837
2022-07-12,-0.0834761303636995,-0.13492228984965113,0.05144615948595163
2022-07-13,-0.07944826172531272,-0.12382748422478346,0.04437922249947074
2022-07-14,-0.10011647562144432,-0.11908528250411564,0.018968806882671316
2022-07-15,-0.10001189704295754,-0.11527060541188403,0.015258708368926482
2022-07-18,-0.07804948480006146,-0.10782638128951952,0.029776896489458055
2022-07-19,-0.041605435495227994,-0.09458219213066121,0.05297675663543322
2022-07-20,-0.012578269396053443,-0.07818140758373966,0.06560313818768622
2022-07-21,0.005520829620630607,-0.06144096014286562,0.06696178976349623
2022-07-22,0.03000849033603359,-0.04315107004708578,0.07315956038311937
2022-07-25,0.09272664627732041,-0.015975526782204545,0.10870217305952495
2022-07-26,0.15117845909425576,0.017455270393087516,0.13372318870116823
2022-07-27,0.20562157786428692,0.0550885318873274,0.15053304597695952
2022-07-28,0.27704428826400473,0.09947968316266287,0.17756460510134187
2022-07-29,0.3896741122151912,0.15751856897316854,0.23215554324202267
2022-08-01,0.4583194259978569,0.21767874037810622,0.2406406856197507
2022-08-02,0.5116646783803116,0.2764759279785473,0.2351887504017643
2022-08-03,0.549223896875052,0.3310255217578483,0.21819837511720375
2022-08-04,0.5827620435945757,0.3813728261251938,0.20138921746938193
2022-08-05,0.6239356680204757,0.42988539450425023,0.1940502735162255
2022-08-08,0.7065197251288549,0.48521226062917117,0.2213074644996837
2022-08-09,0.7823161262806746,0.5446330337594718,0.2376830925212028
2022-08-10,0.8287968835787591,0.6014658037233293,0.22733107985542989
2022-08-11,0.8278482246689549,0.6467422879124545,0.18110593675650044
2022-08-12,0.9022292101422522,0.697839672358414,0.20438953778383817
2022-08-15,0.950223096651051,0.7483163572169415,0.20190673943410953
2022-08-16,0.9889622032132035,0.7964455264161938,0.19251667679700968
2022-08-17,1.0375588000557627,0.8446681811441077,0.19289061891165504
2022-08-18,1.0901338112565622,0.8937613071665986,0.19637250408996354
2022-08-19,1.0518933350035535,0.9253877127339897,0.12650562226956386
2022-08-22,1.0370679666001585,0.9477237635072235,0.089344203092935
2022-08-23,1.0543179717929387,0.9690426051643666,0.08527536662857216
2022-08-24,1.0637951214819505,0.9879931084278835,0.07580201305406709
2022-08-25,1.0447382430732635,0.9993421353569596,0.04539610771630387
2022-08-26,1.0322607657664733,1.0059258614388624,0.026334904327610875
2022-08-29,1.0434278617139583,1.0134262614938816,0.030001600220076696
2022-08-30,0.9597162945877589,1.002684268112657,-0.04296797352489823
2022-08-31,0.914304482228621,0.98500831093585,-0.07070382870722891
2022-09-01,0.8930353473919332,0.9666137182270667,-0.07357837083513341
2022-09-02,0.8494423175638541,0.9431794380944243,-0.09373712053057015
2022-09-05,0.801619376045398,0.9148674256846191,-0.11324804963922108
2022-09-06,0.7063550272654666,0.8731649460007886,-0.16680991873532203
2022-09-08,0.611702275061635,0.820872411812958,-0.209170136751323
2022-09-09,0.5305731697730334,0.7628125634049732,-0.2322393936319398
2022-09-12,0.4521891337802746,0.7006878774800335,-0.24849874369975888
2022-09-13,0.3489288305519871,0.6303360680944242,-0.2814072375424371
2022-09-14,0.2831957857941898,0.5609080116343773,-0.2777122258401875
2022-09-15,0.22607507225694867,0.4939414237588916,-0.26786635150194293
2022-09-16,0.16757793119777986,0.42866872524666927,-0.2610907940488894
2022-09-19,0.13898241690699997,0.37073146357873543,-0.23174904667173546
2022-09-20,0.10781519155773545,0.31814820917453546,-0.2103330176168
2022-09-21,0.08535864529768489,0.2715902963991653,-0.18623165110148043
2022-09-22,0.09710512734125842,0.23669326258758397,-0.13958813524632555
2022-09-23,0.026227241451280747,0.19460005836032332,-0.16837281690904257
2022-09-26,-0.048748050815241584,0.14593043652521034,-0.19467848734045193
2022-09-27,-0.09895663534524779,0.09695302215111873,-0.19590965749636652
2022-09-28,-0.15232282965969546,0.0470978517889559,-0.19942068144865135
2022-09-29,-0.19080263626321248,-0.0004822458214777739,-0.1903203904417347
2022-09-30,-0.199630944727355,-0.04031198560265322,-0.15931895912470176
2022-10-03,-0.11014165996590286,-0.05427792047530315,-0.05586373949059971
2022-10-04,-0.07068262877142217,-0.05755886213452696,-0.013123766636895212
2022-10-05,0.008103593717375901,-0.044426370964146394,0.052529964681522295
2022-10-06,0.11361298633717531,-0.012818499503882051,0.12643148584105737
2022-10-07,0.19338686390155502,0.02842257317720536,0.16496429072434965
2022-10-10,0.23852723106565143,0.07044350475489458,0.16808372631075685
2022-10-11,0.2616027069797937,0.1086753451998744,0.1529273617799193
2022-10-13,0.31419343361361385,0.1497789628826223,0.16441447073099155
2022-10-14,0.3310757016758501,0.18603831064126786,0.14503739103458224
2022-10-17,0.33893416580807667,0.21661748167462963,0.12231668413344704
2022-10-18,0.37393513724149585,0.24808101278800287,0.12585412445349298
2022-10-19,0.444959429535583,0.2874566961375189,0.1575027333980641
2022-10-20,0.5370159613382341,0.33736854917766196,0.1996474121605722
2022-10-21,0.6524788741598186,0.40039061417409333,0.2520882599857253
2022-10-24,0.5982976363515498,0.4399720186095847,0.15832561774196507
2022-10-25,0.5203117932100092,0.45603997352966963,0.06427181968033957
2022-10-26,0.421373462620938,0.44910667134792337,-0.02773320872698537
2022-10-27,0.34862834933752396,0.4290110069458435,-0.08038265760831953
2022-10-28,0.2725046469150456,0.397709734939684,-0.12520508802463837
2022-10-31,0.09967263337134113,0.3381023146260154,-0.23842968125467429
2022-11-01,-0.034479771922118374,0.26358589731638865,-0.298065669238507
2022-11-03,-0.13600111769993184,0.18366849431312454,-0.3196696120130564
2022-11-04,-0.2794038687486484,0.09105402170076995,-0.37045789044941835
2022-11-07,-0.4340424472768607,-0.013965272094756176,-0.4200771751821045
2022-11-08,-0.5422744680921028,-0.1196271112942255,-0.4226473567978773
2022-11-09,-0.6384417269292069,-0.22339003442122177,-0.4150516925079851
2022-11-10,-0.7376218673066628,-0.32623640099830997,-0.4113854663083528
2022-11-11,-0.7726191639863629,-0.41551295359592055,-0.3571062103904423
2022-11-14,-0.7625159729065096,-0.48491355745803844,-0.2776024154484712
2022-11-16,-0.7682469089789148,-0.5415802277622137,-0.22666668121670108
2022-11-17,-0.7631842872808967,-0.5859010396659503,-0.1772832476149464
2022-11-18,-0.7688681672920676,-0.6224944651911738,-0.14637370210089384
2022-11-21,-0.7613684360496293,-0.650269259362865,-0.11109917668676439
2022-11-22,-0.7555909436397457,-0.6713335962182411,-0.08425734742150459
2022-11-23,-0.7376673704566201,-0.6846003510659169,-0.05306701939070324
2022-11-24,-0.6785230624589413,-0.6833848933445219,0.004861830885580565
2022-11-25,-0.6420023304099445,-0.6751083807576064,0.0331060503476619
2022-11-28,-0.5837367730449508,-0.6568340592150752,0.07309728617012445
2022-11-29,-0.48516704265305854,-0.6225006559026719,0.13733361324961335
2022-11-30,-0.3449751793243312,-0.5669955605870037,0.22202038126267254
2022-12-01,-0.2790701561542548,-0.5094104797004539,0.23034032354619915
2022-12-02,-0.20989590545229397,-0.44950756485082194,0.23961165939852797
2022-12-05,-0.16607111182024958,-0.3928202742447075,0.22674916242445792
2022-12-06,-0.1290451782131452,-0.3400652550383951,0.21102007682524987
2022-12-07,-0.11212690911113299,-0.29447758585294265,0.18235067674180966
2022-12-08,-0.12312112096441652,-0.26020629287523744,0.13708517191082092
2022-12-09,-0.13352261320314973,-0.2348695569408199,0.10134694373767017
2022-12-12,-0.17604774115995703,-0.22310519378464733,0.0470574526246903
2022-12-13,-0.23448141416132806,-0.22538043785998346,-0.009100976301344599
2022-12-14,-0.36055359199247405,-0.25241506868648156,-0.1081385233059925
2022-12-15,-0.42969215192294463,-0.2878704853337742,-0.14182166658917045
2022-12-16,-0.4781660418750473,-0.3259295966420288,-0.1522364452330185
2022-12-19,-0.496336000762021,-0.3600108774660273,-0.13632512329599372
2022-12-20,-0.4738043617046692,-0.3827695743137557,-0.09103478739091353
2022-12-21,-0.4276179851018469,-0.391739256471374,-0.03587872863047292
2022-12-22,-0.3682113597281056,-0.3870336771227203,0.018822317394614707
2022-12-23,-0.2664174354640263,-0.36291042879098157,0.09649299332695527
2022-12-26,-0.19160547274471718,-0.3286494375817287,0.13704396483701153
2022-12-27,-0.1228313655117006,-0.2874858231677231,0.1646544576560225
2022-12-28,-0.08190770468227981,-0.24637019947063446,0.16446249478835465
